@relation '2025-08-MD-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,25-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R126-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R57,93,121-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-R84-86,122-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.RemoveRange-V-R1-560-weka.filters.unsupervised.attribute.Remove-V-R24,27,29,26,30,31,33,99,102,109,62,63,65,68,69,6,5,9,82,83,86'

@attribute UEMPMEAN {'\'(-inf-14.9]\'','\'(14.9-27.8]\'','\'(27.8-inf)\''}
@attribute UEMP15OV numeric
@attribute UEMP27OV numeric
@attribute UEMP5TO14 numeric
@attribute CLAIMSx numeric
@attribute PAYEMS numeric
@attribute CES1021000001 numeric
@attribute CPIAUCSL numeric
@attribute CPIMEDSL numeric
@attribute PCEPI numeric
@attribute M1SL numeric
@attribute M2SL numeric
@attribute BOGMBASE numeric
@attribute BUSLOANS numeric
@attribute REALLN numeric
@attribute INDPRO numeric
@attribute RETAILx numeric
@attribute IPCONGD numeric
@attribute AAA numeric
@attribute BAA numeric
@attribute T10YFFM numeric

@data
'\'(-inf-14.9]\'',-0.060695,-0.150767,0.25122,0.28499,-0.52206,2.820527,-0.624302,-0.80087,-0.59453,-0.416072,-0.666414,-0.602785,-0.690897,-0.78833,-0.62873,-0.716844,-0.621985,2.260833,2.504219,-4.702253
'\'(-inf-14.9]\'',-0.08567,-0.164395,0.338638,0.358636,-0.519787,2.890806,-0.614899,-0.79746,-0.581863,-0.415355,-0.664428,-0.603998,-0.690074,-0.787547,-0.636469,-0.711035,-0.627585,2.462226,2.621042,-2.336789
'\'(-inf-14.9]\'',-0.12341,-0.185594,0.35657,0.259272,-0.516473,2.988904,-0.607848,-0.793482,-0.573041,-0.414495,-0.661416,-0.603536,-0.688496,-0.786592,-0.626961,-0.708285,-0.629501,2.454767,2.610734,-1.608954
'\'(-inf-14.9]\'',-0.148385,-0.249947,0.365536,0.272131,-0.514169,1.986695,-0.601971,-0.788935,-0.567486,-0.412774,-0.657613,-0.602034,-0.683414,-0.785582,-0.6349,-0.711219,-0.622091,2.659889,2.686325,-1.897578
'\'(-inf-14.9]\'',-0.153936,-0.237077,0.542612,0.300888,-0.513759,2.078205,-0.594919,-0.784957,-0.561747,-0.413327,-0.656772,-0.601572,-0.676517,-0.78409,-0.6242,-0.714541,-0.594663,2.823987,2.820328,-3.390895
'\'(-inf-14.9]\'',-0.13784,-0.256761,0.328551,0.378509,-0.507636,3.203401,-0.585517,-0.779842,-0.556619,-0.413225,-0.655745,-0.601167,-0.671456,-0.782874,-0.614348,-0.71043,-0.614413,2.611406,2.768788,-4.150102
'\'(-inf-14.9]\'',-0.184461,-0.284774,0.334155,0.367988,-0.504132,3.412774,-0.573764,-0.773591,-0.548836,-0.412877,-0.653794,-0.599954,-0.666899,-0.782105,-0.601983,-0.706903,-0.594306,2.846364,2.895919,-3.604226
'\'(-inf-14.9]\'',-0.142835,-0.22572,0.422693,0.458936,-0.505268,3.529174,-0.565537,-0.768476,-0.540716,-0.412877,-0.651707,-0.599896,-0.661129,-0.780805,-0.604396,-0.699663,-0.594854,3.036568,2.95433,-2.424631
'\'(-inf-14.9]\'',-0.131735,-0.263575,0.464161,0.566716,-0.508046,3.604578,-0.554959,-0.76393,-0.532811,-0.412856,-0.649738,-0.600705,-0.659159,-0.779858,-0.613552,-0.701582,-0.613869,3.260337,3.153616,-0.962687
'\'(-inf-14.9]\'',-0.108425,-0.248433,0.609856,0.658131,-0.511107,3.634593,-0.551433,-0.759383,-0.526858,-0.412569,-0.64708,-0.600532,-0.655346,-0.779052,-0.628231,-0.707823,-0.601088,3.226772,3.218899,-0.573672
'\'(-inf-14.9]\'',-0.085115,-0.241619,0.784692,0.746741,-0.517704,3.705604,-0.546732,-0.754268,-0.519777,-0.411975,-0.644673,-0.599261,-0.650016,-0.778222,-0.650129,-0.708548,-0.606246,2.786692,2.97151,-0.567397
'\'(-inf-14.9]\'',-0.06902,-0.22042,0.985304,0.930272,-0.526415,3.715853,-0.543206,-0.75029,-0.515687,-0.410869,-0.641409,-0.597239,-0.644082,-0.777107,-0.670337,-0.706603,-0.634587,2.790421,3.026485,0.229456
'\'(-inf-14.9]\'',-0.049595,-0.209064,1.080566,0.856392,-0.536831,3.673392,-0.53968,-0.746312,-0.507781,-0.40964,-0.638902,-0.597759,-0.63847,-0.776079,-0.708121,-0.71155,-0.68482,3.144723,3.215463,0.242005
'\'(-inf-14.9]\'',0.144102,-0.138653,1.134362,0.849612,-0.536894,3.684374,-0.536154,-0.742902,-0.503752,-0.409804,-0.638212,-0.599087,-0.631213,-0.774855,-0.671251,-0.699611,-0.609407,3.178289,3.242951,-0.837198
'\'(-inf-14.9]\'',0.258988,-0.078842,1.117551,0.95599,-0.540965,3.698283,-0.536154,-0.738356,-0.500302,-0.40964,-0.636193,-0.599838,-0.62718,-0.773357,-0.683694,-0.703832,-0.624874,2.920954,3.119256,-1.132097
'\'(-inf-14.9]\'',0.326144,0.029424,1.252039,1.098606,-0.549929,3.554065,-0.532628,-0.733241,-0.499631,-0.408739,-0.633265,-0.598394,-0.618422,-0.77244,-0.700585,-0.701708,-0.627173,2.8762,3.105513,-1.288958
'\'(-inf-14.9]\'',0.431595,0.117248,1.328249,1.083643,-0.551286,3.363725,-0.522051,-0.728694,-0.491634,-0.408821,-0.63133,-0.597643,-0.61233,-0.77131,-0.712591,-0.696635,-0.625227,2.80161,3.057409,-1.138371
'\'(14.9-27.8]\'',0.528721,0.243684,1.460496,1.157056,-0.558924,3.200473,-0.509122,-0.723579,-0.481805,-0.408657,-0.629546,-0.596661,-0.606664,-0.770276,-0.717233,-0.704095,-0.606408,3.006732,3.153616,-0.523476
'\'(14.9-27.8]\'',0.586441,0.267912,1.333853,1.047171,-0.569781,2.993296,-0.503246,-0.719033,-0.473716,-0.408555,-0.628621,-0.595679,-0.602361,-0.770099,-0.723302,-0.695957,-0.599167,2.932142,3.112384,0.235731
'\'(14.9-27.8]\'',0.664697,0.305767,1.394373,1.297334,-0.574768,2.816867,-0.500895,-0.713918,-0.469473,-0.407858,-0.626315,-0.595332,-0.600116,-0.76946,-0.739561,-0.698244,-0.607062,2.596488,2.947458,1.227092
'\'(14.9-27.8]\'',0.771813,0.420847,1.551276,1.443458,-0.580449,2.662399,-0.500895,-0.709372,-0.465658,-0.406732,-0.624094,-0.595679,-0.593711,-0.76897,-0.744161,-0.691903,-0.607857,2.309317,2.710377,0.656118
'\'(14.9-27.8]\'',0.936094,0.593466,1.525499,1.404414,-0.589161,2.494754,-0.496194,-0.704825,-0.457905,-0.405175,-0.622193,-0.594754,-0.592037,-0.768564,-0.761052,-0.686425,-0.607028,2.003498,2.40114,0.13534
'\'(14.9-27.8]\'',1.102596,0.66312,1.578174,1.132507,-0.59298,2.352732,-0.497369,-0.699142,-0.453723,-0.403742,-0.619837,-0.59331,-0.592552,-0.768239,-0.766593,-0.679028,-0.611791,1.8394,2.253394,0.229456
'\'(14.9-27.8]\'',1.200832,0.834225,1.473945,0.802852,-0.593453,2.22828,-0.500895,-0.695164,-0.451617,-0.403066,-0.616101,-0.591461,-0.59247,-0.768007,-0.779047,-0.678944,-0.647046,1.895343,2.198419,0.380043
'\'(14.9-27.8]\'',1.204162,0.912207,1.347302,0.696474,-0.586541,2.088454,-0.498545,-0.691186,-0.445115,-0.402574,-0.607099,-0.592501,-0.591054,-0.766626,-0.746904,-0.682172,-0.587928,1.880425,2.129699,0.499257
'\'(14.9-27.8]\'',1.189177,0.949305,1.196002,0.639194,-0.588845,1.901775,-0.497369,-0.686071,-0.442734,-0.40112,-0.600806,-0.593599,-0.590845,-0.766019,-0.757688,-0.680842,-0.623281,1.962474,2.133135,0.769058
'\'(14.9-27.8]\'',1.173082,0.972018,1.165742,0.599448,-0.583385,1.834424,-0.496194,-0.684934,-0.440933,-0.399829,-0.59771,-0.593426,-0.59029,-0.765358,-0.743099,-0.667988,-0.611647,1.858048,2.016313,0.474159
'\'(14.9-27.8]\'',1.03877,0.944763,1.123154,0.673094,-0.574737,1.732666,-0.487967,-0.682661,-0.434523,-0.399297,-0.595455,-0.591866,-0.591995,-0.764266,-0.720682,-0.666621,-0.554964,1.775999,1.906362,0.386317
'\'(14.9-27.8]\'',1.132011,0.975047,0.974096,0.542168,-0.565899,1.69899,-0.483266,-0.679819,-0.430525,-0.397904,-0.593015,-0.591057,-0.593152,-0.763101,-0.709627,-0.658299,-0.545629,1.757351,1.837643,0.480434
'\'(14.9-27.8]\'',1.094271,1.077256,0.914697,0.431114,-0.554,1.67776,-0.480915,-0.676978,-0.425244,-0.397085,-0.591265,-0.589959,-0.590247,-0.761679,-0.698657,-0.646649,-0.535189,1.861777,1.93385,0.555727
'\'(14.9-27.8]\'',1.016015,0.856939,0.79702,0.26161,-0.540871,1.719489,-0.476214,-0.674705,-0.417216,-0.396306,-0.589364,-0.588804,-0.585356,-0.759771,-0.671621,-0.643621,-0.497831,2.014687,1.940721,0.643569
'\'(14.9-27.8]\'',0.872269,0.808484,1.036858,0.391368,-0.550592,1.704847,-0.472688,-0.671295,-0.411111,-0.395753,-0.587816,-0.588746,-0.580666,-0.758056,-0.649782,-0.651359,-0.472307,2.148948,2.02662,0.819253
'\'(14.9-27.8]\'',0.752388,0.741102,0.744345,0.265117,-0.515305,1.69899,-0.469162,-0.669022,-0.406075,-0.395282,-0.586267,-0.589035,-0.579501,-0.75609,-0.622775,-0.641586,-0.435985,2.096735,1.995697,0.762784
'\'(14.9-27.8]\'',0.638057,0.616937,0.701757,0.23449,-0.506689,1.783179,-0.464461,-0.66618,-0.403633,-0.394381,-0.583575,-0.588168,-0.575519,-0.754185,-0.608101,-0.633495,-0.452973,2.051981,1.964773,0.674941
'\'(14.9-27.8]\'',0.575341,0.533655,0.598649,0.189133,-0.495484,1.788303,-0.460935,-0.663338,-0.401588,-0.394012,-0.581371,-0.586608,-0.570735,-0.752304,-0.599559,-0.626597,-0.447921,2.111653,2.016313,0.8569
'\'(14.9-27.8]\'',0.48876,0.453402,0.460798,0.078313,-0.48428,1.810266,-0.457409,-0.659929,-0.400794,-0.393521,-0.579486,-0.584817,-0.565388,-0.750618,-0.590088,-0.623222,-0.444305,2.171325,2.064416,0.863175
'\'(14.9-27.8]\'',0.419385,0.437503,0.473126,-0.004919,-0.470298,1.830764,-0.449182,-0.656519,-0.394506,-0.392763,-0.577013,-0.585337,-0.563329,-0.748718,-0.551897,-0.610968,-0.386016,2.033334,2.030056,0.706314
'\'(14.9-27.8]\'',0.273418,0.28154,0.420452,-0.059861,-0.455022,1.833692,-0.443306,-0.650836,-0.384739,-0.392271,-0.573647,-0.587937,-0.553466,-0.746511,-0.543022,-0.611619,-0.39233,1.98858,2.009441,0.794156
'\'(14.9-27.8]\'',0.212368,0.240656,0.438384,-0.029234,-0.446437,1.851994,-0.43978,-0.649699,-0.379946,-0.391473,-0.570787,-0.586608,-0.544358,-0.744012,-0.533614,-0.615499,-0.381151,2.171325,2.146879,0.894547
'\'(14.9-27.8]\'',0.199603,0.228542,0.391313,0.080417,-0.43498,1.848333,-0.435078,-0.646289,-0.37436,-0.390735,-0.56801,-0.584817,-0.535836,-0.741654,-0.521752,-0.605332,-0.373762,2.260833,2.25683,0.850626
'\'(14.9-27.8]\'',0.214033,0.173274,0.310619,0.038334,-0.425322,1.89299,-0.432728,-0.644016,-0.372498,-0.390387,-0.565924,-0.584471,-0.525347,-0.739632,-0.511127,-0.601688,-0.384062,2.436119,2.404576,1.321209
'\'(14.9-27.8]\'',0.063071,0.086207,0.182855,0.043711,-0.413296,1.931058,-0.430377,-0.641174,-0.369873,-0.38967,-0.564073,-0.582795,-0.519592,-0.737372,-0.503832,-0.593655,-0.384465,2.536816,2.511091,0.951017
'\'(14.9-27.8]\'',0.077502,0.096806,0.405882,0.039503,-0.403512,1.943503,-0.425676,-0.638333,-0.364593,-0.389527,-0.562659,-0.581755,-0.51362,-0.735435,-0.498236,-0.602608,-0.385421,2.495791,2.545451,0.718862
'\'(14.9-27.8]\'',0.058631,0.040023,0.342,0.175105,-0.395843,1.966197,-0.42215,-0.635491,-0.360045,-0.389506,-0.561498,-0.582217,-0.509921,-0.733445,-0.495823,-0.605716,-0.400161,2.28321,2.366781,0.060046
'\'(14.9-27.8]\'',0.022001,-0.008431,0.502266,0.202693,-0.385995,1.938378,-0.418624,-0.633218,-0.35803,-0.389076,-0.559143,-0.581524,-0.50606,-0.731146,-0.501534,-0.597803,-0.410015,2.204891,2.270574,0.147889
'\'(14.9-27.8]\'',0.015341,-0.026602,0.316223,0.314215,-0.377,1.868832,-0.413923,-0.629808,-0.35452,-0.388953,-0.556703,-0.581409,-0.500569,-0.729503,-0.502355,-0.595064,-0.383683,2.193702,2.129699,0.74396
'\'(14.9-27.8]\'',-0.033499,-0.030387,0.275877,0.256934,-0.365859,1.831496,-0.411572,-0.626398,-0.352414,-0.388175,-0.552917,-0.579964,-0.494871,-0.726804,-0.495634,-0.584218,-0.374692,2.066899,1.971645,0.725137
'\'(14.9-27.8]\'',-0.054035,-0.052343,0.52468,0.156869,-0.361913,1.763413,-0.409222,-0.623557,-0.348201,-0.387335,-0.54871,-0.577538,-0.491915,-0.724625,-0.49465,-0.586663,-0.360849,2.007228,1.944157,1.340032
'\'(14.9-27.8]\'',-0.11897,-0.111397,0.477609,0.087431,-0.353549,1.748039,-0.406871,-0.621283,-0.340723,-0.386229,-0.544335,-0.578462,-0.492422,-0.723059,-0.495708,-0.58231,-0.37827,1.98858,1.896054,1.283562
'\'(14.9-27.8]\'',-0.060695,-0.089441,0.383467,0.185626,-0.349415,1.731202,-0.399819,-0.617873,-0.333733,-0.384877,-0.540684,-0.580195,-0.48898,-0.72068,-0.489783,-0.57608,-0.361337,2.007228,1.885746,1.271013
'\'(14.9-27.8]\'',-0.05792,-0.085656,0.373381,0.134424,-0.338715,1.728273,-0.393943,-0.614464,-0.327811,-0.384263,-0.538648,-0.578751,-0.483166,-0.718597,-0.486815,-0.573094,-0.363696,2.167596,2.0438,1.440423
'\'(14.9-27.8]\'',-0.058475,-0.0637,0.431659,0.21602,-0.332529,1.762681,-0.391592,-0.611054,-0.325614,-0.383485,-0.5371,-0.577133,-0.484681,-0.716526,-0.491278,-0.565466,-0.380777,2.044522,1.981953,1.36513
'\'(14.9-27.8]\'',-0.11453,-0.171966,0.500024,0.190302,-0.323881,1.723881,-0.389242,-0.607644,-0.322012,-0.382522,-0.534727,-0.57644,-0.482694,-0.714426,-0.48784,-0.561717,-0.374735,1.854318,1.858258,1.189445
'\'(14.9-27.8]\'',-0.10454,-0.137139,0.456315,0.188666,-0.319241,1.679957,-0.385716,-0.603666,-0.31786,-0.381047,-0.53084,-0.574418,-0.48091,-0.712489,-0.488899,-0.565071,-0.36475,1.563418,1.600561,1.032584
'\'(14.9-27.8]\'',-0.093995,-0.147738,0.497783,0.122501,-0.313276,1.611142,-0.383365,-0.600256,-0.314106,-0.379654,-0.527996,-0.573205,-0.474918,-0.710547,-0.499058,-0.564025,-0.37397,1.574606,1.610869,0.907096
'\'(14.9-27.8]\'',-0.1334,-0.181808,0.454074,0.244777,-0.307216,1.559897,-0.381015,-0.596278,-0.309039,-0.3782,-0.525556,-0.572916,-0.471419,-0.70822,-0.492559,-0.55543,-0.360649,1.604442,1.634921,0.907096
'\'(14.9-27.8]\'',-0.14228,-0.17348,0.515714,0.263948,-0.300746,1.49767,-0.378664,-0.592868,-0.306444,-0.376746,-0.52347,-0.571818,-0.465873,-0.705636,-0.485061,-0.538296,-0.346105,1.611901,1.628049,0.919644
'\'(14.9-27.8]\'',-0.112865,-0.199221,0.487696,0.25109,-0.294812,1.455942,-0.373963,-0.589458,-0.30388,-0.375824,-0.521518,-0.571067,-0.467305,-0.70302,-0.492163,-0.556423,-0.350188,1.593254,1.586817,0.794156
'\'(14.9-27.8]\'',-0.161706,-0.125025,0.38795,0.193342,-0.288184,1.397376,-0.368086,-0.58548,-0.299393,-0.374923,-0.519869,-0.569045,-0.462636,-0.700596,-0.485149,-0.553495,-0.332724,1.417968,1.459687,0.467885
'\'(14.9-27.8]\'',-0.161151,-0.194679,0.486575,0.155232,-0.282945,1.35638,-0.36221,-0.58207,-0.294204,-0.373366,-0.517463,-0.566041,-0.460465,-0.698197,-0.465053,-0.545872,-0.304871,1.272517,1.318812,0.003576
'\'(-inf-14.9]\'',-0.227196,-0.284017,0.340879,0.068727,-0.279063,1.33149,-0.357509,-0.576955,-0.287062,-0.373039,-0.51578,-0.567774,-0.458498,-0.695627,-0.45432,-0.539889,-0.268996,1.231493,1.270709,0.041223
'\'(14.9-27.8]\'',-0.10565,-0.211335,0.514594,0.081586,-0.275433,1.204841,-0.359859,-0.572409,-0.287062,-0.37226,-0.513963,-0.570027,-0.458098,-0.692951,-0.468454,-0.545698,-0.295702,1.089772,1.157322,-0.09054
'\'(-inf-14.9]\'',-0.131735,-0.218906,0.533646,0.136295,-0.272687,1.010841,-0.366911,-0.567294,-0.29048,-0.37056,-0.510564,-0.567947,-0.452297,-0.690169,-0.48291,-0.549983,-0.307183,0.839896,0.947728,-0.42936
'\'(-inf-14.9]\'',-0.186681,-0.218149,0.623305,0.15757,-0.266785,0.800736,-0.371612,-0.563316,-0.293655,-0.369024,-0.506407,-0.56581,-0.449302,-0.687431,-0.480608,-0.546072,-0.286405,0.761577,0.841214,-0.423085
'\'(-inf-14.9]\'',-0.14783,-0.222692,0.627788,0.158739,-0.262777,0.588435,-0.368086,-0.558769,-0.290816,-0.366771,-0.501864,-0.565059,-0.449119,-0.684803,-0.476726,-0.537108,-0.269634,0.873461,0.875573,-0.077991
'\'(14.9-27.8]\'',-0.09899,-0.137896,0.667014,0.086262,-0.265712,0.463983,-0.363385,-0.555359,-0.285017,-0.36501,-0.498465,-0.562921,-0.445122,-0.682123,-0.484642,-0.536445,-0.269851,0.888379,0.892753,-0.065442
'\'(14.9-27.8]\'',-0.127295,-0.188622,0.491058,0.046517,-0.255675,0.415666,-0.36221,-0.551381,-0.28462,-0.363023,-0.494831,-0.561246,-0.442828,-0.678826,-0.472022,-0.534306,-0.250628,0.795142,0.830906,-0.153285
'\'(14.9-27.8]\'',-0.12341,-0.204521,0.322948,0.258805,-0.252045,0.276572,-0.361035,-0.547403,-0.282666,-0.361302,-0.491482,-0.56113,-0.440255,-0.675314,-0.475516,-0.527871,-0.253356,0.73547,0.837778,0.009851
'\'(14.9-27.8]\'',-0.1001,-0.170452,0.596408,0.203161,-0.241125,0.166029,-0.356333,-0.542856,-0.277538,-0.35952,-0.487898,-0.560033,-0.43707,-0.671903,-0.469923,-0.490534,-0.248189,0.798872,0.84465,0.361219
'\'(14.9-27.8]\'',-0.172251,-0.187865,0.548216,0.145881,-0.235223,0.149923,-0.353983,-0.538878,-0.27473,-0.357984,-0.4846,-0.558935,-0.437216,-0.669284,-0.461219,-0.518692,-0.235854,0.787683,0.858393,0.373768
'\'(14.9-27.8]\'',-0.164481,-0.224963,0.582959,0.052128,-0.229321,0.114052,-0.351632,-0.534332,-0.271922,-0.355833,-0.482261,-0.556046,-0.429529,-0.666264,-0.453173,-0.521683,-0.214719,0.720552,0.799982,0.141614
'\'(14.9-27.8]\'',-0.187236,-0.23632,0.321827,0.028982,-0.222977,0.073055,-0.346931,-0.530354,-0.269755,-0.35188,-0.477768,-0.552233,-0.410586,-0.659749,-0.433502,-0.4927,-0.182268,0.649692,0.765622,-0.492104
'\'(-inf-14.9]\'',-0.183351,-0.243891,0.324068,-0.030169,-0.217643,0.044505,-0.339879,-0.527512,-0.262337,-0.350754,-0.475093,-0.553158,-0.398658,-0.652887,-0.441522,-0.535983,-0.217013,0.601208,0.679723,-0.209754
'\'(-inf-14.9]\'',-0.211656,-0.264332,0.342,-0.01544,-0.210036,0.034988,-0.335178,-0.52467,-0.256782,-0.350651,-0.474487,-0.555757,-0.400995,-0.649697,-0.413905,-0.504723,-0.174896,0.608667,0.655672,0.103967
'\'(-inf-14.9]\'',-0.237741,-0.258276,0.317344,-0.087917,-0.202304,0.043772,-0.330477,-0.521261,-0.25257,-0.350017,-0.473444,-0.554429,-0.399192,-0.645148,-0.411081,-0.500254,-0.167817,0.601208,0.641928,0.085144
'\'(-inf-14.9]\'',-0.226086,-0.290074,0.141388,-0.073889,-0.19173,0.064271,-0.3246,-0.516714,-0.246617,-0.347948,-0.471088,-0.551655,-0.397539,-0.640456,-0.397336,-0.494824,-0.171433,0.783954,0.789674,0.417689
'\'(-inf-14.9]\'',-0.218871,-0.26509,-0.011032,-0.098438,-0.184503,0.086233,-0.321074,-0.513304,-0.242558,-0.347559,-0.470213,-0.551078,-0.395187,-0.636392,-0.384108,-0.494944,-0.146623,0.962969,0.951164,0.486708
'\'(-inf-14.9]\'',-0.228306,-0.293102,0.070782,-0.139353,-0.179074,0.089893,-0.315198,-0.508758,-0.236483,-0.348091,-0.469927,-0.549749,-0.391566,-0.630902,-0.372716,-0.485707,-0.138001,0.95924,0.9546,0.430238
'\'(-inf-14.9]\'',-0.320437,-0.362756,0.040522,-0.15338,-0.168122,0.105267,-0.311672,-0.505348,-0.232759,-0.348132,-0.469186,-0.548651,-0.392849,-0.626547,-0.358212,-0.481239,-0.115609,0.996535,0.985524,0.555727
'\'(-inf-14.9]\'',-0.344302,-0.315816,0.050608,-0.123688,-0.162662,0.136746,-0.305795,-0.501938,-0.22638,-0.347743,-0.467638,-0.548767,-0.391998,-0.622678,-0.342065,-0.4685,-0.099241,1.089772,1.050807,0.656118
'\'(-inf-14.9]\'',-0.350962,-0.358213,-0.088363,-0.197802,-0.155497,0.174082,-0.301094,-0.49796,-0.220916,-0.34719,-0.465737,-0.547785,-0.383107,-0.618754,-0.333537,-0.477659,-0.107442,1.279976,1.226041,0.762784
'\'(-inf-14.9]\'',-0.390923,-0.383198,0.058453,-0.243393,-0.14,0.21947,-0.297568,-0.495118,-0.215758,-0.345428,-0.463162,-0.546745,-0.38094,-0.614429,-0.304225,-0.479998,-0.051945,1.406779,1.332556,0.781607
'\'(-inf-14.9]\'',-0.389258,-0.405911,-0.030085,-0.21183,-0.132614,0.198972,-0.292867,-0.491708,-0.212675,-0.346043,-0.462473,-0.54426,-0.381715,-0.610509,-0.293315,-0.477411,-0.051184,1.216575,1.198554,0.74396
'\'(-inf-14.9]\'',-0.405908,-0.425596,-0.146642,-0.155718,-0.123493,0.192383,-0.290517,-0.488867,-0.209653,-0.346657,-0.461211,-0.541661,-0.378525,-0.605978,-0.281139,-0.468853,-0.043455,1.25387,1.219169,0.775332
'\'(-inf-14.9]\'',-0.435323,-0.449066,0.046125,-0.076929,-0.120589,0.165297,-0.285815,-0.483752,-0.203304,-0.345428,-0.457677,-0.542007,-0.376025,-0.602654,-0.281716,-0.466508,-0.031086,1.168091,1.143578,0.536904
'\'(-inf-14.9]\'',-0.422003,-0.434681,0.000175,-0.155718,-0.106039,0.15944,-0.283465,-0.479206,-0.200862,-0.345121,-0.453807,-0.545243,-0.37461,-0.600188,-0.270494,-0.461803,-0.015683,0.989076,0.98896,0.405141
'\'(-inf-14.9]\'',-0.418673,-0.464965,-0.025602,-0.217675,-0.097359,0.152119,-0.279939,-0.475796,-0.195215,-0.344281,-0.450391,-0.543683,-0.370733,-0.597077,-0.265572,-0.449721,-0.020795,0.985346,0.97178,0.505532
'\'(-inf-14.9]\'',-0.519129,-0.493735,-0.201558,-0.186346,-0.08969,0.147727,-0.271712,-0.470681,-0.187187,-0.342991,-0.447026,-0.540794,-0.363092,-0.592845,-0.252145,-0.452944,0.006913,1.089772,1.085167,0.543178
'\'(-inf-14.9]\'',-0.472508,-0.466479,-0.082759,-0.179098,-0.082431,0.135282,-0.268186,-0.465566,-0.182364,-0.342254,-0.444451,-0.540563,-0.355286,-0.588772,-0.256723,-0.446614,-0.011753,1.17555,1.13327,0.637295
'\'(-inf-14.9]\'',-0.536889,-0.49752,-0.208282,-0.204816,-0.070942,0.118444,-0.262309,-0.461588,-0.175283,-0.340902,-0.442365,-0.538079,-0.348916,-0.584992,-0.250165,-0.443176,-0.011264,1.160632,1.119527,0.267103
'\'(-inf-14.9]\'',-0.498039,-0.504334,-0.048017,-0.142392,-0.063872,0.09941,-0.256433,-0.457041,-0.167163,-0.340267,-0.440884,-0.536519,-0.342756,-0.581001,-0.249813,-0.441136,-0.013172,1.197927,1.157322,0.204358
'\'(-inf-14.9]\'',-0.476948,-0.505091,-0.153366,-0.174422,-0.059958,0.080376,-0.250556,-0.453063,-0.162188,-0.339878,-0.440076,-0.537097,-0.342019,-0.576791,-0.238484,-0.436988,0.008792,1.25387,1.191682,0.166712
'\'(-inf-14.9]\'',-0.515799,-0.491464,-0.257595,-0.222351,-0.049259,0.037916,-0.24468,-0.449085,-0.153977,-0.339796,-0.439252,-0.536865,-0.34088,-0.572855,-0.245835,-0.439359,-0.012356,1.145714,1.085167,-0.121912
'\'(-inf-14.9]\'',-0.519684,-0.525533,-0.275526,-0.283606,-0.040958,0.015222,-0.239979,-0.44397,-0.148452,-0.339878,-0.437838,-0.53675,-0.33649,-0.568726,-0.235831,-0.424113,0.013814,1.0301,0.916805,-0.303871
'\'(-inf-14.9]\'',-0.571854,-0.574745,-0.16009,-0.287814,-0.030195,-0.030167,-0.235277,-0.44056,-0.144515,-0.33955,-0.435331,-0.534555,-0.334024,-0.565635,-0.230053,-0.417952,0.020421,1.007723,0.940857,-0.234852
